29860779,164
29860785,164
29860789,160
29860792,160
29860895,160
29860899,160
29861104,75
29861108,75
29861904,8
29861907,8
29862736,160
29862739,160
29862928,82
29862931,82
29863689,74
29863692,74
29863865,72
29863868,72
29864041,74
29864044,74
29864201,78
29864204,78
29864417,82
29864420,82
29864561,74
29864564,74
29864729,68
29864732,68
29864889,70
29864892,70
29866234,191
29866237,191
29866754,8
29866757,8
29867115,32
29867118,32
29867363,160
29867366,160
29867523,66
29867526,66
29926452,13
29926452,13
29927201,160
29927216,160
29927404,86
29927404,86
29927685,83
29927685,83
29927903,32
29927919,32
29928200,71
29928215,71
29928418,72
29928418,72
29928980,8
29928980,8
29929136,8
29929136,8
29929292,8
29929292,8
29929433,8
29929448,8
29929589,8
29929589,8
29929776,164
29929792,164
29929792,160
29929807,160
29930619,86
29930619,86
29930884,83
29930884,83
29931009,32
29931025,32
29931196,71
29931196,71
29931352,72
29931368,72
29931524,66
29931524,66
29931727,68
29931727,68
29931963,83
29931963,83
29932322,82
29932322,82
29932494,75
29932494,75
29932759,66
29932759,66
29933118,32
29933118,32
29933789,68
29933789,68
29933899,74
29933899,74
29934070,67
29934070,67
29934211,71
29934211,71
29934398,66
29934398,66
29934601,72
29934601,72
29934819,66
29934819,66
29935100,89
29935116,89
29935334,70
29935350,70
29935584,86
29935584,86
29935756,66
29935771,66
29936271,8
29936411,8
29936489,8
29936489,8
29936661,8
29936661,8
29936817,8
29936817,8
29936973,8
29936973,8
29937129,8
29937129,8
29937301,8
29937301,8
29937832,72
29937832,72
29938035,66
29938035,66
29938253,89
29938269,89
29938518,66
29938518,66
29938784,86
29938784,86
29938909,70
29938909,70
29939096,78
29939096,78
29939314,77
29939314,77
29939595,32
29939595,32
29940579,84
29940579,84
29940860,75
29940860,75
29941062,77
29941062,77
29941265,32
29941265,32
29942217,75
29942217,75
29942452,190
29942452,190
29942733,188
29942733,188
29942982,74
29942982,74
29943310,81
29943326,81
29943482,32
29943482,32
29943716,76
29943716,76
29943950,84
29943950,84
29944340,90
29944340,90
29944730,78
29944730,78
29944886,84
29944886,84
29945027,75
29945027,75
29945214,77
29945214,77
29945433,89
29945433,89
29945573,74
29945573,74
29945807,67
29945807,67
29945901,78
29945901,78
29946073,66
29946088,66
29946744,32
29946744,32
29947415,82
29947430,82
29947649,70
29947649,70
29947821,82
29947821,82
29947930,32
29947930,32
29948133,67
29948133,67
29948507,70
29948507,70
29948663,86
29948663,86
29948882,74
29948898,74
29949303,87
29949303,87
29949709,84
29949982,84
29949982,75
29949982,75
29950061,77
29950061,77
29950312,161
29950312,161
29950406,191
29950406,191
29950890,32
29950905,32
29951140,89
29951155,89
29951374,74
29951374,74
29952279,78
29952279,78
29953122,8
29953122,8
29953356,32
29953371,32
29953574,74
29953574,74
29953777,78
29953777,78
29953918,32
29953933,32
29954511,186
29954511,186
29954870,8
29954885,8
29955151,222
29955151,222
29955416,78
29955416,78
29955572,74
29955588,74
29955853,81
29955869,81
29956150,32
29956150,32
29956774,71
29956774,71
29956946,72
29956946,72
29957133,66
29957133,66
29957273,68
29957273,68
29957508,83
29957508,83
29957773,88
29957773,88
29958023,82
29958023,82
29958132,66
29958132,66
29958304,32
29958304,32
29959162,89
29959162,89
29959755,69
29959755,69
29959849,186
29959849,186
29960161,89
29960176,89
29960286,74
29960286,74
29960457,32
29960457,32
29960660,66
29960660,66
29960941,80
29960941,80
29961285,188
29961285,188
29961441,70
29961441,70
29961659,68
