72285294,160
72285295,160
72285295,160
72285296,160
72285297,164
72285297,164
72285297,164
72285298,164
72285829,65
72285830,65
72285830,65
72285830,65
72286029,78
72286030,78
72286030,78
72286030,78
72286269,84
72286270,84
72286270,84
72286270,84
72286597,79
72286598,79
72286598,79
72286598,79
72288973,8
72288973,8
72288974,8
72288974,8
72289165,8
72289165,8
72289166,8
72289166,8
72289325,8
72289325,8
72289326,8
72289326,8
72289485,8
72289485,8
72289486,8
72289486,8
72289861,160
72289861,160
72289862,160
72289862,160
72290361,160
72290361,160
72290362,160
72290362,160
72290394,160
72290394,160
72290395,160
72290395,160
72290427,160
72290427,160
72290427,160
72290428,160
72290460,160
72290460,160
72290461,160
72290461,160
72290493,160
72290493,160
72290494,160
72290494,160
72290526,160
72290526,160
72290527,160
72290527,160
72290559,160
72290559,160
72290560,160
72290560,160
72290592,160
72290592,160
72290592,160
72290593,160
72290625,160
72290625,160
72290625,160
72290626,160
72290658,160
72290658,160
72290658,160
72290659,160
72290691,160
72290691,160
72290691,160
72290692,160
72290724,160
72290724,160
72290724,160
72290725,160
72290757,160
72290757,160
72290758,160
72290758,160
72290790,160
72290790,160
72290791,160
72290791,160
72290821,65
72290821,65
72290821,65
72290822,65
72291677,78
72291677,78
72291678,78
72291678,78
72291901,84
72291901,84
72291902,84
72291902,84
72292093,79
72292093,79
72292093,79
72292094,79
72292301,78
72292301,78
72292301,78
72292302,78
72292837,13
72292837,13
72292838,13
72292838,13
72316596,160
72316597,160
72316597,160
72316598,160
72316598,164
72316599,164
72316599,164
72316599,164
72317012,160
72317013,160
72317013,160
72317013,160
72317412,65
72317413,65
72317413,65
72317414,65
72318596,78
72318597,78
72318597,78
72318598,78
72320029,8
72320029,8
72320030,8
72320030,8
72320221,8
72320221,8
72320222,8
72320222,8
72320389,8
72320389,8
72320390,8
72320390,8
72321173,65
72321173,65
72321174,65
72321174,65
72321821,8
72321821,8
72321822,8
72321823,8
72321973,160
72321973,160
72321974,160
72321974,160
72322069,65
72322069,65
72322070,65
72322070,65
72322957,78
72322957,78
72322958,78
72322958,78
72323165,84
72323165,84
72323166,84
72323166,84
72323373,79
72323373,79
72323374,79
72323374,79
72323653,78
72323653,78
72323654,78
72323654,78
72324773,189
72324773,189
72324773,189
72324774,189
72326165,160
72326165,160
72326166,160
72326166,160
72326168,164
72326168,164
72326168,164
72326169,164
72326909,160
72326909,160
72326909,160
72326910,160
72327341,85
72327341,85
72327341,85
72327342,85
72327637,70
72327637,70
72327637,70
72327638,70
72327900,81
72327901,81
72327902,81
72327902,81
72328244,76
72328245,76
72328245,76
72328246,76
72328420,69
72328421,69
72328421,69
72328422,69
72328604,82
72328605,82
72328605,82
72328605,82
72328836,74
72328837,74
72328837,74
72328838,74
72328933,68
72328933,68
72328934,68
72328934,68
72330300,160
72330301,160
72330302,160
72330302,160
72330800,160
72330800,160
72330801,160
72330801,160
72330833,160
72330833,160
72330834,160
72330834,160
72330866,160
72330866,160
72330867,160
72330867,160
72330899,160
72330899,160
72330900,160
72330900,160
72330932,160
72330932,160
72330933,160
72330933,160
72330965,160
72330965,160
72330966,160
72330966,160
72330998,160
72330998,160
72330999,160
72330999,160
72331031,160
72331031,160
72331031,160
72331032,160
72331064,160
72331064,160
72331064,160
72331065,160
72331097,160
72331097,160
72331098,160
72331098,160
72331130,160
72331130,160
72331130,160
72331131,160
72331163,160
72331163,160
72331164,160
72331164,160
72331172,70
72331173,70
72331173,70
72331173,70
72331748,66
72331749,66
72331749,66
72331749,66
72332812,13
72332813,13
72332813,13
72332814,13
72352350,90
72352350,90
72352351,90
72352351,90
72353788,8
72353788,8
72353789,8
72353789,8
72356525,90
72356525,90
72356526,90
72356526,90
72358397,161
72358397,161
72358398,161
72358398,161
72358493,191
72358493,191
72358493,191
72358494,191
