46122863,78
46122969,79
46123170,84
46123191,69
46123285,80
46123475,65
46123592,68
46124339,13
46127816,161
46128046,86
46128279,83
46128368,32
46128718,71
46128905,72
46128976,66
46129452,68
46129543,83
46129810,82
46129939,75
46130090,66
46130187,32
46130372,68
46130496,74
46130790,67
46130994,71
46131093,72
46131225,66
46131310,89
46131448,66
46131627,86
46131718,70
46131824,78
46132025,77
46132124,32
46132262,87
46132337,84
46132428,75
46132481,77
46132678,32
46132984,75
46133165,190
46133270,188
46133515,74
46133873,81
46134003,32
46134285,76
46134381,84
46134627,90
46134729,78
46134908,84
46135012,75
46135048,77
46135349,89
46135544,74
46135651,67
46135828,78
46135965,66
46136122,32
46136351,82
46136560,70
46136730,82
46136821,32
46137052,67
46137256,70
46137355,86
46137521,74
46137760,87
46137874,84
46137966,75
46138038,77
46138231,160
46138275,191
46138434,32
46138528,89
46138717,74
46138850,32
46138940,222
46139317,8
46139528,74
46139718,78
46139864,32
46139974,222
46140123,78
46140307,74
46140398,81
46140526,32
46140818,71
46141025,72
46141107,66
46141366,68
46141449,83
46141692,88
46141822,89
46142042,82
46143690,8
46143855,8
46144086,82
46144352,66
46144578,32
46145406,89
46145684,69
46145786,186
46145990,89
46146188,74
46146323,32
46146567,66
46146642,80
46146969,188
46147063,70
46147247,68
46147357,75
46147506,90
46147581,78
46147795,77
46147895,67
46147994,90
46148164,191
46148326,32
46148420,161
46148555,84
46148812,67
46148931,75
46149052,66
46149149,32
46149367,71
46149435,74
46149695,67
46149846,78
46149973,70
46150078,68
46150263,66
46150360,78
46150577,77
46150660,32
46150822,67
46151023,84
46151103,188
46151207,84
46151279,32
46151527,87
46151728,84
46151891,75
46151979,77
46152187,32
46152461,71
46152544,74
46152789,219
46152905,69
46153061,76
46153163,84
46153565,78
46153766,77
46153882,32
46154036,89
46154121,70
46154212,32
46154447,51
46154648,48
46154871,32
46155050,82
46155317,66
46155419,75
46155507,74
46155744,85
46155923,72
46155992,70
46156206,86
46156346,86
46156563,32
46156734,80
46156876,70
46157029,32
46157214,51
46157385,32
46157754,86
46157979,84
46158230,67
46158340,90
46158625,87
46158854,70
46159102,160
46159131,191
46159263,32
46159453,86
46159599,74
46159662,186
46159866,89
46160080,74
46160249,32
46160482,80
46160595,70
46160697,72
46160805,70
46161024,188
