"id","key1","key2","dtime"
4,162,160,1
4,160,160,487
4,160,86,255
4,86,83,424
4,83,32,256
4,32,71,240
4,71,72,208
4,72,66,176
4,66,68,448
4,68,83,184
4,83,82,256
4,82,75,248
4,75,66,280
4,66,32,576
4,32,68,616
4,68,74,360
4,74,67,512
4,67,71,320
4,71,72,216
4,72,66,176
4,66,89,224
4,89,66,240
4,66,86,208
4,86,70,224
4,70,78,264
4,78,77,216
4,77,32,568
4,32,87,1712
4,87,84,312
4,84,75,328
4,75,77,416
4,77,32,601
4,32,75,616
4,75,90,256
4,90,188,312
4,188,74,240
4,74,81,504
4,81,32,271
4,32,76,617
4,76,82,216
4,82,8,616
4,8,84,223
4,84,65,544
4,65,8,912
4,8,90,264
4,90,78,504
4,78,84,280
4,84,75,232
4,75,77,248
4,77,89,424
4,89,74,240
4,74,67,624
4,67,78,328
4,78,66,184
4,66,32,1688
4,32,82,584
4,82,70,216
4,70,82,216
4,82,32,3080
4,32,67,712
4,67,70,232
4,70,86,208
4,86,74,224
4,74,87,440
4,87,84,320
4,84,75,304
4,75,77,264
4,77,161,1337
4,161,191,224
4,191,32,5719
4,32,89,424
4,89,74,232
4,74,32,152
4,32,74,208
4,74,78,200
4,78,32,208
4,32,222,264
4,222,78,256
4,78,74,208
4,74,81,384
4,81,32,232
4,32,71,280
4,71,72,200
4,72,66,176
4,66,68,360
4,68,83,208
4,83,88,280
4,88,82,400
4,82,66,288
4,66,32,184
4,32,89,192
4,89,69,464
4,69,186,360
4,186,89,280
4,89,74,248
4,74,32,192
4,32,66,256
4,66,80,248
4,80,188,392
4,188,70,272
4,70,68,232
4,68,75,248
4,75,90,288
4,90,78,296
4,78,77,200
4,77,67,200
4,67,90,391
4,90,161,1673
4,161,191,1784
4,191,32,392
4,32,160,2000
4,160,160,500
4,160,160,33
4,160,160,33
4,160,84,10
4,84,67,424
4,67,75,312
4,75,66,200
4,66,32,208
4,32,71,184
4,71,74,240
4,74,67,424
4,67,78,256
4,78,70,160
4,70,68,208
4,68,66,256
4,66,78,312
4,78,77,192
4,77,32,200
4,32,67,216
4,67,84,280
4,84,188,232
4,188,84,192
4,84,32,208
4,32,87,448
4,87,84,304
4,84,75,264
4,75,77,232
4,77,32,248
4,32,71,256
4,71,74,248
4,74,219,336
4,219,69,320
4,69,76,368
4,76,84,280
4,84,78,480
4,78,77,247
4,77,32,1369
4,32,89,623
4,89,70,296
4,70,32,240
4,32,51,361
4,51,48,376
4,48,32,240
4,32,82,240
4,82,66,448
4,66,75,328
4,75,75,160
4,75,74,232
4,74,85,872
4,85,72,296
4,72,70,272
4,70,86,280
4,86,86,184
4,86,32,4000
4,32,80,872
4,80,70,312
4,70,32,240
4,32,51,376
4,51,32,192
4,32,67,288
4,67,8,584
4,8,86,288
4,86,84,264
4,84,67,1144
4,67,90,856
4,90,87,440
4,87,70,375
4,70,161,2072
4,161,191,208
4,191,32,240
4,32,86,400
4,86,74,329
4,74,186,384
4,186,89,288
4,89,74,256
4,74,32,880
4,32,80,480
4,80,70,296
4,70,72,288
4,72,70,232
4,70,188,320
4,188,74,192
4,74,78,272
4,78,70,400
4,70,78,312
4,78,77,224
4,77,32,1360
4,32,67,1200
4,67,78,264
4,78,74,192
4,74,81,384
4,81,82,384
4,82,74,272
4,74,84,528
4,84,32,208
4,32,74,296
4,74,78,208
4,78,68,431
4,68,72,360
4,72,70,345
4,70,79,903
4,79,84,280
4,84,89,248
4,89,66,240
4,66,84,280
4,84,32,1176
4,32,82,496
4,82,74,288
4,74,32,216
4,32,68,240
4,68,67,200
4,67,84,264
4,84,86,272
4,86,32,1385
4,32,89,1112
4,89,70,440
4,70,32,168
4,32,67,216
4,67,68,208
4,68,84,248
4,84,78,224
4,78,84,224
4,84,32,200
4,32,65,424
4,65,66,368
4,66,78,432
4,78,89,256
4,89,84,208
4,84,67,760
4,67,189,1648
4,189,82,816
4,82,75,368
4,75,69,392
4,69,188,280
4,188,70,280
4,70,86,271
4,86,161,1416
4,161,191,296
4,191,32,1552
4,32,68,376
4,68,74,304
4,74,80,280
4,80,89,416
4,89,84,184
4,84,89,208
4,89,70,264
4,70,68,304
4,68,66,424
4,66,76,528
4,76,84,240
4,84,78,504
4,78,77,264
4,77,32,329
4,32,76,328
4,76,66,232
4,66,84,320
4,84,78,392
4,78,66,200
4,66,88,488
4,88,84,360
4,84,67,264
4,67,82,264
4,82,66,256
4,66,84,312
4,84,32,208
4,32,219,768
4,219,75,392
4,75,84,256
4,84,188,320
4,188,87,776
4,87,83,256
4,83,32,1688
4,32,66,583
4,66,32,248
4,32,74,432
4,74,68,360
4,68,67,240
4,67,90,320
4,90,89,584
4,89,82,496
4,82,69,216
4,69,32,1688
4,32,66,688
4,66,32,240
4,32,68,456
4,68,80,320
4,80,76,552
4,76,72,360
4,72,70,256
4,70,85,464
4,85,66,240
4,66,68,457
4,68,70,216
4,70,78,288
4,78,77,216
4,77,32,1560
4,32,74,1208
4,74,78,272
4,78,32,584
4,32,71,368
4,71,72,216
4,72,66,192
4,66,67,407
4,67,89,329
4,89,66,231
4,66,68,512
4,68,73,472
4,73,84,240
4,84,85,344
4,85,74,184
4,74,67,472
4,67,90,272
4,90,32,280
4,32,68,192
4,68,74,248
4,74,32,280
4,32,67,400
4,67,89,376
4,89,84,176
4,84,32,216
4,32,188,344
4,188,69,272
4,69,72,440
4,72,85,392
4,85,84,272
4,84,72,232
4,72,70,304
4,70,191,2640
4,191,32,272
4,32,160,504
4,160,78,312
4,78,70,344
4,70,82,216
4,82,32,185
4,32,89,216
4,89,84,176
4,84,32,160
4,32,71,192
4,71,74,240
4,74,81,424
4,81,76,344
4,76,84,256
4,84,78,296
4,78,191,1840
4,191,32,592
4,32,160,1311
4,160,85,304
4,85,74,312
4,74,72,256
4,72,70,224
4,70,80,632
4,80,76,232
4,76,74,368
4,74,32,232
4,32,222,232
4,222,65,496
4,65,65,176
4,65,84,376
4,84,82,344
4,82,78,304
4,78,66,176
4,66,68,488
4,68,89,320
4,89,84,176
4,84,81,480
4,81,32,1296
4,32,65,832
4,65,74,336
4,74,72,304
4,72,86,336
4,86,66,208
4,66,72,240
4,72,74,184
4,74,68,440
4,68,70,216
4,70,78,256
4,78,77,192
4,77,32,248
4,32,68,225
4,68,32,176
4,32,67,232
4,67,84,296
4,84,188,312
4,188,84,208
4,84,32,1352
4,32,71,527
4,71,72,240
4,72,66,192
4,66,68,512
4,68,83,216
4,83,88,224
4,88,82,424
4,82,69,208
4,69,32,760
4,32,189,1472
4,189,189,144
4,189,32,256
4,32,82,1584
4,82,32,216
4,32,76,296
4,76,72,360
4,72,69,400
4,69,85,288
4,85,74,232
4,74,86,392
4,86,69,336
4,69,32,216
4,32,71,584
4,71,66,208
4,66,78,336
4,78,70,264
4,70,89,368
4,89,66,232
4,66,190,528
4,190,161,2368
4,161,191,320
4,191,32,289
4,32,82,304
4,82,32,247
4,32,76,200
4,76,72,281
4,72,69,351
4,69,85,272
4,85,74,200
4,74,86,264
4,86,69,408
4,69,32,232
4,32,74,256
4,74,188,400
4,188,72,408
4,72,70,272
4,70,80,472
4,80,69,392
4,69,32,256
4,32,186,200
4,186,66,216
4,66,80,288
4,80,89,328
4,89,66,288
4,66,161,2272
4,161,191,216
4,191,32,280
4,32,82,256
4,82,32,224
4,32,76,200
4,76,72,328
4,72,69,400
4,69,85,256
4,85,74,224
4,74,86,408
4,86,69,368
4,69,32,192
4,32,72,264
4,72,70,200
4,70,67,256
4,67,71,192
4,71,66,264
4,66,67,264
4,67,70,248
4,70,89,288
4,89,66,224
4,66,190,415
4,190,161,2969
4,161,191,248
4,191,32,248
4,32,89,272
4,89,84,192
4,84,32,168
4,32,188,152
4,188,84,216
4,84,85,288
4,85,70,408
4,70,90,480
4,90,32,280
4,32,84,288
4,84,186,536
4,186,84,240
4,84,86,368
4,86,66,208
4,66,89,264
4,89,69,488
4,69,78,272
4,78,89,256
4,89,74,256
4,74,32,232
4,32,82,480
4,82,32,192
4,32,68,216
4,68,84,264
