"id","key1","key2","dtime"
10,162,65,158
10,65,8,965
10,8,160,5383
10,160,90,129
10,90,160,445
10,160,191,98
10,191,32,253
10,32,67,580
10,67,75,305
10,75,69,540
10,69,73,253
10,73,70,331
10,70,78,217
10,78,84,301
10,84,75,914
10,75,77,241
10,77,32,1066
10,32,82,521
10,82,69,247
10,69,72,461
10,72,67,220
10,67,70,211
10,70,32,237
10,32,160,1632
10,160,71,275
10,71,74,230
10,74,72,223
10,72,78,167
10,78,70,367
10,70,75,252
10,75,70,85
10,70,160,2420
10,160,191,172
10,191,32,217
10,32,71,400
10,71,72,239
10,72,66,200
10,66,67,202
10,67,74,319
10,74,84,329
10,84,76,539
10,76,66,335
10,66,89,287
10,89,90,153
10,90,190,703
10,190,67,297
10,67,77,373
10,77,32,191
10,32,82,1445
10,82,32,241
10,32,82,558
10,82,85,527
10,85,74,4090
10,74,72,298
10,72,78,217
10,78,84,287
10,84,32,3703
10,32,67,244
10,67,75,309
10,75,69,265
10,69,73,343
10,73,70,247
10,70,78,266
10,78,75,806
10,75,84,303
10,84,81,177
10,81,160,3260
10,160,191,308
10,191,32,236
10,32,67,555
10,67,74,369
10,74,85,175
10,85,75,1403
10,75,70,386
10,70,67,198
10,67,89,348
10,89,83,236
10,83,219,355
10,219,32,321
10,32,67,925
10,67,32,170
10,32,82,304
10,82,74,282
10,74,76,362
10,76,84,370
10,84,82,173
10,82,67,182
10,67,74,468
10,74,86,410
10,86,32,206
10,32,88,1768
10,88,84,420
10,84,67,165
10,67,78,423
10,78,66,152
10,66,32,1326
10,32,66,375
10,66,32,279
10,32,85,723
10,85,70,325
10,70,72,274
10,72,70,147
10,70,89,262
10,89,78,344
10,78,66,171
10,66,72,223
10,72,69,388
10,69,190,406
10,190,160,1094
10,160,191,86
10,191,32,220
10,32,88,268
10,88,78,220
10,78,74,161
10,74,32,188
10,32,90,257
10,90,32,365
10,32,67,241
10,67,70,365
10,70,86,200
10,86,32,242
10,32,68,876
10,68,83,204
10,83,71,416
10,71,74,244
10,74,75,386
10,75,89,357
10,89,90,175
10,90,190,2245
10,190,32,352
10,32,222,560
10,222,78,413
10,78,74,193
10,74,32,274
10,32,80,1325
10,80,70,436
10,70,76,550
10,76,70,277
10,70,89,274
10,89,66,222
10,66,84,230
10,84,160,1679
10,160,191,113
10,191,32,215
10,32,188,501
10,188,84,408
10,84,80,294
10,80,32,236
10,32,71,328
10,71,74,226
10,74,66,347
10,66,8,669
10,8,86,1019
10,86,74,383
10,74,79,435
10,79,66,394
10,66,32,876
10,32,66,416
10,66,32,179
10,32,71,441
10,71,74,229
10,74,76,302
10,76,67,223
10,67,82,259
10,82,70,143
10,70,80,565
10,80,74,429
10,74,82,255
10,82,32,1135
10,32,66,380
10,66,80,357
10,80,68,297
10,68,89,319
10,89,84,164
10,84,32,1059
10,32,66,430
10,66,32,173
10,32,188,443
10,188,70,314
10,70,75,322
10,75,75,380
10,75,32,1028
10,32,80,831
10,80,70,341
10,70,32,143
10,32,76,360
10,76,70,311
10,70,89,586
10,89,89,142
10,89,83,354
10,83,81,204
10,81,32,638
10,32,78,1090
10,78,84,271
10,84,67,210
10,67,78,244
10,78,32,187
10,32,71,260
10,71,74,180
10,74,82,381
10,82,70,152
10,70,80,498
10,80,83,392
10,83,68,143
10,68,70,141
10,70,84,395
10,84,78,274
10,78,32,1919
10,32,66,320
10,66,86,327
10,86,84,349
10,84,89,182
10,89,89,501
10,89,74,1241
10,74,32,212
10,32,80,584
10,80,89,336
10,89,70,174
10,70,89,260
10,89,66,285
10,66,84,268
10,84,32,2861
10,32,71,636
10,71,72,164
10,72,84,201
10,84,76,547
10,76,86,399
10,86,84,223
10,84,78,314
10,78,70,330
10,70,160,187
10,160,191,363
10,191,78,4162
10,78,84,325
10,84,86,216
10,86,83,279
10,83,191,395
10,191,13,684
10,13,160,1890
10,160,86,249
10,86,74,456
10,74,66,260
10,66,32,185
10,32,74,274
10,74,78,158
10,78,68,318
10,68,84,260
10,84,78,244
10,78,83,212
10,83,32,939
10,32,89,693
10,89,70,185
10,70,32,153
10,32,76,498
10,76,70,143
10,70,89,1668
10,89,89,160
10,89,74,741
10,74,89,300
10,89,32,1509
10,32,80,560
10,80,70,279
10,70,76,327
10,76,70,93
10,70,89,392
10,89,66,231
10,66,84,239
10,84,32,257
10,32,90,1197
10,90,68,366
10,68,75,534
10,75,90,115
10,90,190,817
10,190,78,620
10,78,67,306
10,67,90,112
10,90,32,228
10,32,72,1649
10,72,84,268
10,84,80,568
10,80,69,270
10,69,75,325
10,75,77,204
10,77,78,375
10,78,70,241
10,70,78,252
10,78,86,542
10,86,66,169
10,66,32,1884
10,32,86,719
10,86,74,453
10,74,84,301
10,84,81,185
10,81,32,198
10,32,67,317
10,67,74,243
10,74,188,325
10,188,67,338
10,67,78,231
10,78,68,563
10,68,89,311
10,89,84,33
10,84,89,1767
10,89,89,137
10,89,74,936
10,74,81,401
10,81,32,277
10,32,72,422
10,72,70,317
10,70,188,365
10,188,74,235
10,74,78,159
10,78,83,273
10,83,32,161
10,32,66,1422
10,66,32,198
10,32,89,260
10,89,84,164
10,84,32,223
10,32,67,233
10,67,74,207
10,74,76,542
10,76,84,354
10,84,72,163
10,72,186,631
10,186,70,327
10,70,78,413
10,78,32,193
10,32,71,1860
10,71,74,221
10,74,76,429
10,76,67,174
10,67,82,270
10,82,70,148
10,70,80,773
10,80,74,354
10,74,82,448
10,82,32,903
10,32,66,575
10,66,75,458
10,75,66,250
10,66,32,165
10,32,71,290
10,71,74,242
10,74,86,624
10,86,74,199
10,74,73,858
10,73,78,1605
10,78,32,826
10,32,67,597
10,67,74,207
10,74,32,499
10,32,67,231
10,67,78,710
10,78,74,193
10,74,72,153
10,72,74,175
10,74,89,206
10,89,83,209
10,83,191,1285
10,191,160,473
10,160,160,518
10,160,160,32
10,160,160,35
10,160,160,32
10,160,160,32
10,160,160,34
10,160,160,33
10,160,160,32
10,160,160,34
10,160,160,33
10,160,160,32
10,160,160,35
10,160,160,32
10,160,160,32
10,160,160,35
10,160,160,33
10,160,160,32
10,160,160,34
10,160,160,35
10,160,160,30
10,160,160,34
10,160,160,33
10,160,160,32
10,160,90,21
10,90,32,446
10,32,71,1352
10,71,72,176
10,72,66,1733
10,66,67,287
10,67,74,228
10,74,84,276
10,84,76,475
10,76,66,343
10,66,89,230
10,89,90,156
10,90,190,494
10,190,67,332
10,67,77,416
10,77,32,864
10,32,82,775
10,82,32,196
10,32,82,190
10,82,74,272
10,74,76,393
10,76,84,380
10,84,82,246
10,82,67,273
10,67,69,317
10,69,32,211
10,32,160,1234
10,160,71,279
10,71,74,257
10,74,72,150
10,72,78,234
10,78,70,213
10,70,75,324
10,75,70,1224
10,70,32,785
10,32,66,425
10,66,32,163
10,32,85,351
10,85,70,1611
10,70,72,234
10,72,70,137
10,70,89,280
10,89,78,366
10,78,66,155
10,66,72,160
10,72,69,1412
10,69,190,410
10,190,32,342
10,32,88,1448
10,88,84,301
10,84,67,519
10,67,78,293
10,78,89,294
10,89,74,164
10,74,67,587
10,67,78,160
10,78,77,167
10,77,32,297
10,32,71,2428
10,71,72,169
10,72,66,357
10,66,32,155
