"id","key1","key2","dtime"
12,160,160,4
12,160,8,1531
12,8,8,1
12,8,8,506
12,8,8,1
12,8,8,29
12,8,8,1
12,8,8,30
12,8,8,1
12,8,8,30
12,8,8,1
12,8,8,30
12,8,8,1
12,8,8,29
12,8,8,1
12,8,8,30
12,8,8,1
12,8,8,30
12,8,8,2
12,8,8,29
12,8,8,1
12,8,8,29
12,8,8,3
12,8,8,28
12,8,8,3
12,8,8,28
12,8,8,2
12,8,8,29
12,8,8,1
12,8,164,152
12,164,164,2
12,164,160,188
12,160,160,1
12,160,160,2
12,160,76,331
12,76,70,317
12,72,72,2
12,72,77,167
12,77,77,2
12,77,90,116
12,90,90,2
12,90,32,100
12,32,32,2
12,32,160,357
12,160,160,2
12,160,85,351
12,85,85,2
12,85,72,136
12,72,72,2
12,72,84,223
12,84,84,3
12,84,188,115
12,188,188,2
12,188,89,280
12,89,89,2
12,89,8,351
12,8,8,2
12,8,8,147
12,8,8,32
12,8,8,101
12,8,8,1
12,8,8,147
12,8,8,2
12,8,72,607
12,72,72,2
12,72,84,167
12,84,84,2
12,84,188,1283
12,188,188,2
12,188,89,367
12,89,89,2
12,89,84,139
12,84,84,1
12,84,68,273
12,68,68,1
12,68,70,193
12,70,70,2
12,160,90,187
12,8,8,156
12,8,8,16
12,8,8,140
12,8,8,156
12,8,8,125
12,8,32,858
12,32,164,499
12,164,160,172
12,160,8,405
12,8,160,421
12,160,90,250
12,90,32,203
12,32,8,749
12,8,8,15
12,8,160,265
12,160,191,188
12,32,67,609
12,67,75,452
12,75,69,218
12,69,73,203
12,73,70,156
12,70,70,16
12,70,78,140
12,78,84,203
12,84,75,109
12,75,77,141
12,77,32,296
12,32,82,343
12,82,69,219
12,69,72,249
12,72,72,16
12,72,67,203
12,67,70,202
12,70,32,94
12,32,160,452
12,160,71,250
12,71,74,218
12,74,72,172
12,72,78,172
12,78,70,156
12,70,75,140
12,75,70,109
12,70,32,109
12,32,32,16
12,32,8,437
12,8,160,234
12,160,160,15
12,160,191,406
12,191,32,203
12,32,71,203
12,71,72,93
12,72,66,174
12,66,66,2
12,66,67,398
12,67,74,218
12,74,84,515
12,84,76,140
12,76,66,234
12,66,89,203
12,89,90,156
12,90,190,343
12,190,67,312
12,67,77,188
12,77,32,124
12,32,82,624
12,82,32,110
12,32,82,499
12,82,82,15
12,82,74,188
12,74,74,15
12,74,85,203
12,85,85,16
12,85,74,140
12,74,72,203
12,72,78,171
12,78,84,188
12,84,32,109
12,32,67,421
12,67,75,234
12,75,69,140
12,69,73,219
12,73,70,109
12,70,78,140
12,78,84,141
12,84,84,15
12,84,75,141
12,75,84,125
12,84,81,374
12,81,160,562
12,160,191,424
12,191,32,171
12,32,32,16
12,32,74,265
12,74,74,16
12,74,67,78
12,67,67,15
12,67,8,344
12,8,8,124
12,8,67,125
12,67,74,156
12,74,85,172
12,85,85,15
12,85,75,172
12,75,70,140
12,70,67,188
12,67,67,31
12,67,89,156
12,89,83,203
12,83,219,655
12,219,32,296
12,32,67,125
12,67,32,94
12,32,82,249
12,82,74,94
12,74,76,218
12,76,84,219
12,84,82,327
12,82,67,250
12,67,74,187
12,74,86,94
12,86,32,124
12,32,88,390
12,88,84,312
12,84,67,219
12,67,78,156
12,78,66,203
12,66,32,171
12,32,66,219
12,66,32,156
12,32,85,343
12,85,70,125
